stname,stabbr,stfips,year,rml,prcng,mml,mml_year,years_since_mml,rmlsl,regag,lcauth,edib,conc,hemp,rtl,pblus,pblus2,mmlhc,rmlhc,mmlout,hmdl,hmdl2,pkr,warnr,warnthc,warnsize,adgn,adyth,undrg,undrg2,drvpr,drvpr2,drvpr3,opncn,opncn2,tax,tax2,thclim,estlm,pkwrn,id,styr
Mississippi,MS,28,2024,0,0,1,2018,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MS2024,130
Mississippi,MS,28,2023,0,0,1,2018,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MS2023,129
Mississippi,MS,28,2020,0,0,1,2018,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MS2020,126
Montana,MT,30,2022,1,1,1,2004,18,1,1,2,2,2,3,1,2,1,1,1,1,2,1,2,2,2,2,2,2,5,2,4,3,2,2,1,1,1,1,0,1,MT2022,133
Montana,MT,30,2023,1,1,1,2004,19,1,1,2,2,2,3,1,2,1,1,1,1,2,1,2,2,2,2,2,2,5,2,4,3,2,2,1,1,1,1,0,1,MT2023,134
Montana,MT,30,2021,1,0,1,2004,17,0,1,0,1,2,3,0,2,1,1,1,1,0,0,0,0,0,0,0,0,5,2,4,3,2,1,0,0,0,0,0,0,MT2021,132
Montana,MT,30,2020,0,0,1,2004,16,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MT2020,131
Montana,MT,30,2024,1,1,1,2004,20,1,1,2,2,2,3,1,2,1,1,1,1,2,1,2,2,2,2,2,2,5,2,4,3,2,2,1,1,1,1,0,1,MT2024,135
North Carolina,NC,37,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC2022,138
North Carolina,NC,37,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC2020,136
North Carolina,NC,37,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC2023,139
North Carolina,NC,37,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC2021,137
North Carolina,NC,37,2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC2024,140
North Dakota,ND,38,2024,0,0,1,2016,8,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND2024,145
North Dakota,ND,38,2020,0,0,1,2016,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND2020,141
North Dakota,ND,38,2023,0,0,1,2016,7,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND2023,144
North Dakota,ND,38,2022,0,0,1,2016,6,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND2022,143
North Dakota,ND,38,2021,0,0,1,2016,5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND2021,142
Nebraska,NE,31,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE2020,146
Nebraska,NE,31,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE2022,148
Nebraska,NE,31,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE2023,149
Nebraska,NE,31,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE2021,147
Nebraska,NE,31,2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE2024,150
New Hampshire,NH,33,2021,0,0,1,2013,8,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NH2021,152
New Hampshire,NH,33,2020,0,0,1,2013,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NH2020,151
New Hampshire,NH,33,2023,0,0,1,2013,10,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NH2023,154
New Hampshire,NH,33,2022,0,0,1,2013,9,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NH2022,153
New Hampshire,NH,33,2024,0,0,1,2013,11,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NH2024,155
New Jersey,NJ,34,2024,1,0,1,2010,14,1,1,2,2,2,1,2,1,0,1,0,1,1,0,2,2,2,2,2,2,5,2,1,1,0,2,1,1,1,1,1,1,NJ2024,160
New Jersey,NJ,34,2021,1,0,1,2010,11,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,2,1,1,0,1,0,0,0,0,1,0,NJ2021,157
New Jersey,NJ,34,2020,0,0,1,2010,10,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJ2020,156
New Jersey,NJ,34,2022,1,0,1,2010,12,0,1,2,2,2,1,2,1,0,1,0,1,1,0,2,2,2,2,2,2,5,2,1,1,0,2,1,1,1,0,1,1,NJ2022,158
New Jersey,NJ,34,2023,1,0,1,2010,13,1,1,2,2,2,1,2,1,0,1,0,1,1,0,2,2,2,2,2,2,5,2,1,1,0,2,1,1,1,0,1,1,NJ2023,159
New Mexico,NM,35,2022,1,1,1,2007,15,0,1,1,2,2,1,2,1,0,1,1,1,1,0,1,1,2,1,0,0,5,2,1,1,0,1,0,1,1,0,0,0,NM2022,163
New Mexico,NM,35,2024,1,1,1,2007,17,1,1,1,2,2,1,2,1,0,1,1,1,1,0,2,2,2,2,2,2,5,2,1,1,0,1,0,1,1,1,0,1,NM2024,165
New Mexico,NM,35,2021,0,0,1,2007,14,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NM2021,162
New Mexico,NM,35,2020,0,0,1,2007,13,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NM2020,161
New Mexico,NM,35,2023,1,1,1,2007,16,1,1,1,2,2,1,2,1,0,1,1,1,1,0,2,2,2,2,2,2,5,2,1,1,0,1,0,1,1,0,0,1,NM2023,164
Nevada,NV,32,2020,1,1,1,2000,20,1,1,1,2,2,1,1,2,1,1,1,1,1,0,2,2,2,2,2,2,5,2,4,3,2,1,0,1,1,1,0,1,NV2020,166
Nevada,NV,32,2021,1,1,1,2000,21,1,1,1,2,2,1,1,2,1,1,1,1,1,0,2,2,2,2,2,2,5,2,4,3,2,1,0,1,1,1,0,1,NV2021,167
Nevada,NV,32,2023,1,1,1,2000,23,1,1,1,2,2,3,2,1,0,1,1,1,1,0,2,2,2,2,2,2,5,2,2,2,1,1,0,1,1,1,0,1,NV2023,169
Nevada,NV,32,2022,1,1,1,2000,22,1,1,1,2,2,3,2,1,0,1,1,1,1,0,2,2,2,2,2,2,5,2,2,2,1,1,0,1,1,1,0,1,NV2022,168
Nevada,NV,32,2024,1,1,1,2000,24,1,1,1,2,2,3,2,1,0,1,1,1,1,0,2,2,2,2,2,2,5,2,2,2,1,1,0,1,1,1,0,1,NV2024,170
New York,NY,36,2020,0,0,1,2014,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY2020,171
New York,NY,36,2021,0,0,1,2014,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY2021,172
New York,NY,36,2022,1,1,1,2014,8,0,1,1,2,2,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,5,2,2,2,1,1,0,2,4,0,1,0,NY2022,173
New York,NY,36,2023,1,1,1,2014,9,1,1,1,2,2,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,5,2,2,2,1,1,0,2,4,0,1,0,NY2023,174
New York,NY,36,2024,1,1,1,2014,10,1,1,1,2,2,3,2,1,0,1,0,1,1,0,1,2,2,2,2,2,5,2,2,2,1,1,0,2,4,0,1,1,NY2024,175
Ohio,OH,39,2021,0,0,1,2016,5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH2021,177
Ohio,OH,39,2022,0,0,1,2016,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH2022,178
Ohio,OH,39,2023,0,0,1,2016,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH2023,179
Ohio,OH,39,2024,1,0,1,2016,8,0,1,0,2,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,5,2,4,3,2,1,0,1,1,0,0,0,OH2024,180
Ohio,OH,39,2020,0,0,1,2016,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH2020,176
Oklahoma,OK,40,2023,0,0,1,2018,5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK2023,184
Oklahoma,OK,40,2020,0,0,1,2018,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK2020,181
Oklahoma,OK,40,2022,0,0,1,2018,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK2022,183
Oklahoma,OK,40,2021,0,0,1,2018,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK2021,182
Oklahoma,OK,40,2024,0,0,1,2018,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK2024,185
Oregon,OR,41,2021,1,1,1,1998,23,1,1,2,2,2,1,1,2,1,1,1,1,1,0,1,2,2,2,2,2,5,2,2,2,1,1,0,1,1,1,0,1,OR2021,187
Oregon,OR,41,2020,1,1,1,1998,22,1,1,2,2,2,1,1,2,1,1,1,1,1,0,1,2,2,2,2,2,5,2,2,2,1,1,0,1,1,1,0,1,OR2020,186
Oregon,OR,41,2024,1,1,1,1998,26,1,1,2,2,2,3,1,2,1,1,1,1,1,0,2,2,2,2,2,2,5,2,2,2,1,1,0,1,1,1,0,1,OR2024,190
Oregon,OR,41,2022,1,1,1,1998,24,1,1,2,2,2,1,1,2,1,1,1,1,1,0,2,2,2,2,2,2,5,2,2,2,1,1,0,1,1,1,0,1,OR2022,188
Oregon,OR,41,2023,1,1,1,1998,25,1,1,2,2,2,3,1,2,1,1,1,1,1,0,2,2,2,2,2,2,5,2,2,2,1,1,0,1,1,1,0,1,OR2023,189
Pennsylvania,PA,42,2024,0,0,1,2016,8,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA2024,195
Pennsylvania,PA,42,2020,0,0,1,2016,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA2020,191
Pennsylvania,PA,42,2021,0,0,1,2016,5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA2021,192
Pennsylvania,PA,42,2023,0,0,1,2016,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA2023,194
Pennsylvania,PA,42,2022,0,0,1,2016,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA2022,193
Rhode Island,RI,44,2021,0,0,1,2006,15,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RI2021,197
Rhode Island,RI,44,2023,1,0,1,2006,17,1,1,2,2,2,3,1,0,0,1,1,1,1,0,2,2,2,2,2,2,5,2,2,2,1,1,0,1,1,0,0,1,RI2023,199
Rhode Island,RI,44,2020,0,0,1,2006,14,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RI2020,196
Rhode Island,RI,44,2022,0,0,1,2006,16,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RI2022,198
Rhode Island,RI,44,2024,1,0,1,2006,18,1,1,2,2,2,3,1,0,0,1,1,1,1,0,2,2,2,2,2,2,5,2,2,2,1,1,0,1,1,0,0,1,RI2024,200
South Carolina,SC,45,2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC2024,205
South Carolina,SC,45,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC2021,202
South Carolina,SC,45,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC2020,201
South Carolina,SC,45,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC2023,204
South Carolina,SC,45,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC2022,203
South Dakota,SD,46,2022,0,0,1,2020,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SD2022,208
South Dakota,SD,46,2024,0,0,1,2020,4,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SD2024,210
South Dakota,SD,46,2021,0,0,1,2020,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SD2021,207
South Dakota,SD,46,2020,0,0,0,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SD2020,206
South Dakota,SD,46,2023,0,0,1,2020,3,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SD2023,209
Tennessee,TN,47,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN2021,212
Tennessee,TN,47,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN2023,214
Tennessee,TN,47,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN2022,213
Tennessee,TN,47,2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN2024,215
Tennessee,TN,47,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN2020,211
Texas,TX,48,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TX2022,218
Texas,TX,48,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TX2023,219
Texas,TX,48,2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TX2024,220
Texas,TX,48,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TX2021,217
Texas,TX,48,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TX2020,216
Utah,UT,49,2020,0,0,1,2018,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UT2020,221
Utah,UT,49,2023,0,0,1,2018,5,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UT2023,224
Utah,UT,49,2022,0,0,1,2018,4,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UT2022,223
Utah,UT,49,2021,0,0,1,2018,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UT2021,222
Utah,UT,49,2024,0,0,1,2018,6,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UT2024,225
Virginia,VA,51,2022,1,0,1,2020,2,0,1,0,2,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,5,2,1,1,0,1,0,0,0,0,1,0,VA2022,228
Virginia,VA,51,2024,1,0,1,2020,4,0,1,0,2,2,2,1,2,1,1,1,0,0,0,1,2,2,2,0,0,5,2,1,1,0,1,0,0,0,0,1,1,VA2024,230
Virginia,VA,51,2023,1,0,1,2020,3,0,1,0,2,2,2,1,2,1,1,1,0,0,0,1,2,2,2,0,0,5,2,1,1,0,1,0,0,0,0,1,1,VA2023,229
Virginia,VA,51,2021,0,0,1,2020,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA2021,227
Virginia,VA,51,2020,0,0,0,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA2020,226
Vermont,VT,50,2020,1,0,1,2004,16,0,1,0,1,2,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,2,1,0,0,0,0,0,VT2020,231
Vermont,VT,50,2023,1,0,1,2004,19,1,1,2,2,2,3,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,0,2,1,1,1,1,0,1,VT2023,234
Vermont,VT,50,2021,1,0,1,2004,17,0,1,2,2,2,3,1,2,1,1,1,1,2,1,1,1,2,1,0,0,2,1,1,1,0,2,1,1,1,0,0,0,VT2021,232
Vermont,VT,50,2024,1,0,1,2004,20,1,1,2,2,2,3,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,0,2,1,1,1,1,0,1,VT2024,235
Vermont,VT,50,2022,1,0,1,2004,18,0,1,2,2,2,3,1,2,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,0,2,1,1,1,1,0,0,VT2022,233
Washington,WA,53,2021,1,1,1,1998,23,1,1,0,2,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,3,1,5,3,2,2,1,1,1,1,1,1,WA2021,237
Washington,WA,53,2020,1,1,1,1998,22,1,1,0,2,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,3,1,5,3,2,2,1,1,1,1,1,1,WA2020,236
Washington,WA,53,2022,1,1,1,1998,24,1,1,0,2,2,3,1,2,1,1,1,1,2,1,2,2,2,2,2,2,3,1,5,3,2,2,1,1,1,1,1,1,WA2022,238
Washington,WA,53,2023,1,1,1,1998,25,1,1,0,2,2,3,1,2,1,1,1,1,2,1,2,2,2,2,2,2,3,1,5,3,2,2,1,1,1,1,1,1,WA2023,239
Washington,WA,53,2024,1,1,1,1998,26,1,1,0,2,2,3,1,2,1,1,1,1,2,1,2,2,2,2,2,2,3,1,5,3,2,2,1,1,1,1,1,1,WA2024,240
Wisconsin,WI,55,2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WI2024,245
Wisconsin,WI,55,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WI2020,241
Wisconsin,WI,55,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WI2021,242
Wisconsin,WI,55,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WI2023,244
Wisconsin,WI,55,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WI2022,243
West Virginia,WV,54,2021,0,0,1,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WV2021,247
West Virginia,WV,54,2024,0,0,1,2017,7,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WV2024,250
West Virginia,WV,54,2022,0,0,1,2017,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WV2022,248
West Virginia,WV,54,2023,0,0,1,2017,6,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WV2023,249
West Virginia,WV,54,2020,0,0,1,2017,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WV2020,246
Wyoming,WY,56,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WY2021,252
Wyoming,WY,56,2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WY2024,255
Wyoming,WY,56,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WY2020,251
Wyoming,WY,56,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WY2023,254
Wyoming,WY,56,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WY2022,253
